attempt_id,player_id,mission_id,attempt_date,difficulty_selected,actual_playtime_mins,completed,deaths_count,used_stealth,outcome,attempt_number
22806,589,12,2024-05-26,Normal,59.3,1,4,0,Completed,1
22807,589,12,2023-12-10,Normal,54.4,1,6,0,Completed,2
22808,589,13,2024-06-23,Normal,19.4,1,2,1,Completed,1
22809,589,14,2024-05-31,Normal,28.9,1,1,0,Completed,1
22810,589,15,2024-02-01,Normal,20.3,1,0,0,Completed,1
22811,589,16,2024-04-04,Normal,20.0,1,0,0,Completed,1
22812,589,17,2024-06-09,Normal,21.0,0,0,1,Abandoned,1
22813,589,18,2024-01-12,Normal,40.8,1,1,0,Completed,1
22814,589,19,2024-04-27,Normal,17.2,1,0,0,Completed,1
22815,589,20,2024-02-19,Normal,15.0,0,2,0,Failed,1
22816,589,21,2024-03-09,Normal,9.4,0,0,0,Failed,1
22817,589,22,2023-11-25,Normal,17.6,1,0,1,Completed,1
22818,589,23,2024-05-11,Normal,13.2,1,2,0,Completed,1
22819,589,24,2024-04-16,Normal,6.6,0,3,0,Failed,1
22820,589,25,2024-05-11,Normal,24.3,1,0,0,Completed,1
22821,589,26,2024-01-06,Normal,17.8,1,0,0,Completed,1
22822,589,27,2024-06-10,Normal,20.2,1,1,0,Completed,1
22823,589,28,2024-01-08,Normal,26.9,1,4,0,Completed,1
22824,589,29,2024-04-27,Normal,33.2,1,0,0,Completed,1
22825,589,30,2024-03-16,Normal,7.4,0,5,0,Failed,1
22826,589,31,2024-03-21,Normal,10.8,1,1,0,Completed,1
22827,589,32,2024-01-12,Normal,14.8,1,0,0,Completed,1
22828,589,33,2023-12-12,Normal,6.4,1,1,1,Completed,1
22829,589,34,2024-05-05,Normal,13.2,1,3,0,Completed,1
22830,589,35,2024-01-21,Normal,11.1,1,2,0,Completed,1
22831,590,1,2024-06-30,Very Hard,52.5,1,0,1,Completed,1
22832,590,2,2024-06-30,Very Hard,38.0,0,0,1,Failed,1
22833,590,3,2024-06-30,Very Hard,70.4,1,4,0,Completed,1
22834,590,4,2024-06-30,Very Hard,92.5,1,0,1,Completed,1
22835,590,5,2024-06-30,Very Hard,52.6,1,7,0,Completed,1
22836,590,5,2024-06-30,Very Hard,75.7,1,19,1,Completed,2
22837,590,6,2024-06-30,Very Hard,42.0,1,0,0,Completed,1
22838,590,7,2024-06-30,Very Hard,65.2,1,2,1,Completed,1
22839,590,8,2024-06-30,Very Hard,83.3,0,5,1,Failed,1
22840,590,9,2024-06-30,Very Hard,113.8,1,4,1,Completed,1
22841,590,10,2024-06-30,Very Hard,73.3,1,5,0,Completed,1
22842,590,11,2024-06-30,Very Hard,29.4,0,7,1,Abandoned,1
22843,590,12,2024-06-30,Very Hard,138.8,1,22,1,Completed,1
22844,590,12,2024-06-30,Very Hard,110.4,1,36,1,Completed,2
22845,590,12,2024-06-30,Very Hard,112.8,1,3,0,Completed,3
22846,590,13,2024-06-30,Very Hard,36.3,1,2,1,Completed,1
22847,590,14,2024-06-30,Very Hard,34.8,1,3,0,Completed,1
22848,590,15,2024-06-30,Very Hard,30.5,1,1,1,Completed,1
22849,590,16,2024-06-30,Very Hard,53.9,1,1,0,Completed,1
22850,590,17,2024-06-30,Very Hard,44.4,1,1,1,Completed,1
22851,590,18,2024-06-30,Very Hard,43.5,1,0,1,Completed,1
22852,590,19,2024-06-30,Very Hard,30.7,1,0,1,Completed,1
22853,590,20,2024-06-30,Very Hard,28.9,1,15,1,Completed,1
22854,590,21,2024-06-30,Very Hard,7.6,0,5,1,Failed,1
22855,590,22,2024-06-30,Very Hard,14.7,0,6,0,Abandoned,1
22856,590,23,2024-06-30,Very Hard,14.3,1,1,0,Completed,1
22857,590,24,2024-06-30,Very Hard,31.1,1,7,1,Completed,1
22858,590,25,2024-06-30,Very Hard,10.6,0,2,1,Failed,1
22859,590,26,2024-06-30,Very Hard,28.4,1,0,1,Completed,1
22860,590,27,2024-06-30,Very Hard,34.5,1,0,0,Completed,1
22861,590,28,2024-06-30,Very Hard,14.4,0,6,1,Abandoned,1
22862,590,29,2024-06-30,Very Hard,52.6,1,8,1,Completed,1
22863,590,29,2024-06-30,Very Hard,34.9,1,11,1,Completed,2
22864,590,30,2024-06-30,Very Hard,20.9,1,10,1,Completed,1
22865,590,31,2024-06-30,Very Hard,19.0,1,4,1,Completed,1
22866,590,32,2024-06-30,Very Hard,29.9,1,10,0,Completed,1
22867,590,32,2024-06-30,Very Hard,30.5,1,2,1,Completed,2
22868,590,33,2024-06-30,Very Hard,6.0,0,0,0,Failed,1
22869,590,34,2024-06-30,Very Hard,21.8,1,16,0,Completed,1
22870,590,35,2024-06-30,Very Hard,19.5,1,1,1,Completed,1
22871,591,1,2024-06-20,Hard,33.1,1,2,0,Completed,1
22872,591,2,2024-05-28,Hard,66.3,1,2,1,Completed,1
22873,591,3,2024-04-25,Hard,55.2,1,1,1,Completed,1
22874,591,4,2024-05-05,Hard,52.1,1,7,0,Completed,1
22875,591,4,2023-10-14,Hard,42.3,0,2,0,Failed,2
22876,591,5,2023-12-07,Hard,66.5,1,0,1,Completed,1
22877,591,6,2024-03-26,Hard,45.6,1,3,1,Completed,1
22878,591,7,2023-11-07,Hard,46.3,1,1,0,Completed,1
22879,591,8,2024-06-10,Hard,49.1,0,7,1,Abandoned,1
22880,591,8,2024-05-23,Hard,28.4,0,2,0,Failed,2
22881,591,9,2023-09-30,Hard,79.5,1,11,1,Completed,1
22882,591,9,2023-11-30,Hard,71.7,1,12,1,Completed,2
22883,591,10,2024-06-11,Hard,67.9,1,18,1,Completed,1
22884,591,11,2024-03-24,Hard,43.6,0,5,1,Abandoned,1
22885,591,11,2024-04-09,Hard,32.4,0,3,1,Failed,2
22886,591,12,2023-10-29,Hard,47.2,0,15,1,Failed,1
22887,591,13,2023-11-13,Hard,12.8,0,1,0,Abandoned,1
22888,591,14,2024-03-07,Hard,31.9,1,0,1,Completed,1
22889,591,15,2024-05-31,Hard,22.0,1,0,1,Completed,1
22890,591,16,2023-11-28,Hard,36.2,1,2,0,Completed,1
22891,591,17,2024-04-20,Hard,49.0,1,1,1,Completed,1
22892,591,17,2024-01-24,Hard,51.0,1,4,1,Completed,2
22893,591,18,2024-03-14,Hard,38.0,1,1,0,Completed,1
22894,591,18,2024-04-29,Hard,58.5,1,9,0,Completed,2
22895,591,19,2024-03-15,Hard,17.6,1,0,1,Completed,1
22896,591,20,2024-01-28,Hard,23.3,1,3,1,Completed,1
22897,591,21,2023-11-17,Hard,4.4,0,1,1,Failed,1
22898,591,22,2023-09-29,Hard,21.2,1,5,1,Completed,1
22899,591,23,2024-02-20,Hard,16.6,1,0,0,Completed,1
22900,591,24,2023-11-01,Hard,36.9,1,0,1,Completed,1
22901,591,25,2024-01-21,Hard,13.2,0,0,0,Failed,1
22902,591,26,2024-06-17,Hard,14.6,1,1,1,Completed,1
22903,591,27,2024-03-19,Hard,22.3,1,0,1,Completed,1
22904,591,28,2024-04-24,Hard,10.0,0,5,1,Abandoned,1
22905,591,28,2024-04-23,Hard,30.5,1,7,1,Completed,2
22906,591,29,2024-03-20,Hard,31.7,0,5,1,Abandoned,1
22907,591,30,2024-03-09,Hard,9.1,0,9,1,Abandoned,1
22908,591,31,2024-05-04,Hard,5.3,0,1,1,Abandoned,1
22909,591,32,2024-03-04,Hard,15.4,1,11,1,Completed,1
22910,591,33,2024-01-03,Hard,9.2,1,0,0,Completed,1
22911,591,34,2023-12-01,Hard,14.1,1,0,1,Completed,1
22912,591,35,2024-02-12,Hard,8.7,0,5,0,Failed,1
22913,592,1,2024-02-18,Normal,32.9,1,0,0,Completed,1
22914,592,2,2024-04-20,Normal,33.7,1,0,0,Completed,1
22915,592,3,2024-05-30,Normal,29.8,1,2,1,Completed,1
22916,592,4,2024-04-21,Normal,44.0,1,1,0,Completed,1
22917,592,4,2024-04-05,Normal,48.9,1,5,0,Completed,2
22918,592,5,2024-02-07,Normal,48.5,1,12,0,Completed,1
22919,592,5,2024-06-04,Normal,16.3,0,12,0,Failed,2
22920,592,6,2024-06-06,Normal,10.1,0,0,0,Failed,1
22921,592,7,2024-03-18,Normal,39.3,1,2,0,Completed,1
22922,592,8,2024-05-22,Normal,11.3,0,5,0,Failed,1
22923,592,9,2024-03-31,Normal,60.1,1,8,0,Completed,1
22924,592,9,2024-06-07,Normal,25.1,0,4,0,Abandoned,2
22925,592,9,2024-02-14,Normal,71.1,1,3,0,Completed,3
22926,592,10,2024-04-17,Normal,32.5,0,7,0,Failed,1
22927,592,10,2024-02-25,Normal,33.6,0,0,0,Failed,2
22928,592,11,2024-04-04,Normal,31.4,1,1,0,Completed,1
22929,592,12,2024-04-17,Normal,61.7,1,2,0,Completed,1
22930,592,13,2024-04-24,Normal,9.8,0,0,0,Abandoned,1
22931,592,14,2024-05-07,Normal,27.0,1,2,0,Completed,1
22932,592,15,2024-04-18,Normal,21.7,1,0,0,Completed,1
22933,592,16,2024-03-04,Normal,20.0,1,7,1,Completed,1
22934,592,17,2024-05-15,Normal,27.1,1,5,1,Completed,1
22935,592,18,2024-05-07,Normal,20.8,0,0,0,Failed,1
22936,592,18,2024-02-29,Normal,41.1,1,0,0,Completed,2
22937,592,19,2024-05-13,Normal,14.9,1,1,0,Completed,1
22938,592,20,2024-04-27,Normal,18.4,1,0,1,Completed,1
22939,592,21,2024-03-12,Normal,24.9,1,5,0,Completed,1
22940,592,22,2024-06-05,Normal,15.4,1,0,0,Completed,1
22941,592,23,2024-05-18,Normal,15.9,1,1,0,Completed,1
22942,592,24,2024-04-07,Normal,30.6,1,3,0,Completed,1
22943,592,25,2024-03-31,Normal,16.2,1,0,0,Completed,1
22944,592,26,2024-03-31,Normal,10.9,1,0,0,Completed,1
22945,592,27,2024-03-17,Normal,18.9,1,2,0,Completed,1
22946,592,28,2024-02-25,Normal,20.8,1,0,0,Completed,1
22947,592,29,2024-05-18,Normal,25.6,1,0,0,Completed,1
22948,592,29,2024-02-05,Normal,26.9,1,2,0,Completed,2
22949,592,30,2024-03-13,Normal,20.8,1,1,0,Completed,1
22950,592,31,2024-05-08,Normal,10.5,1,0,0,Completed,1
22951,592,32,2024-05-08,Normal,19.0,1,1,0,Completed,1
22952,592,32,2024-05-22,Normal,18.4,1,10,0,Completed,2
22953,592,33,2024-05-06,Normal,10.2,1,2,0,Completed,1
22954,592,34,2024-06-22,Normal,11.3,1,2,0,Completed,1
22955,592,35,2024-05-26,Normal,13.2,1,0,0,Completed,1
22956,593,1,2024-06-05,Hard,23.9,0,0,0,Failed,1
22957,593,2,2024-05-02,Hard,56.2,1,0,1,Completed,1
22958,593,3,2024-06-13,Hard,60.3,1,1,1,Completed,1
22959,593,4,2024-05-09,Hard,71.8,1,7,1,Completed,1
22960,593,5,2024-06-22,Hard,44.9,1,1,0,Completed,1
22961,593,5,2024-06-07,Hard,44.8,1,21,1,Completed,2
22962,593,6,2024-06-14,Hard,34.2,1,0,0,Completed,1
22963,593,7,2024-05-27,Hard,38.7,1,4,1,Completed,1
22964,593,8,2024-05-01,Hard,38.9,0,27,1,Abandoned,1
22965,593,8,2024-05-20,Hard,31.3,0,1,1,Abandoned,2
22966,593,8,2024-06-16,Hard,96.6,1,11,1,Completed,3
22967,593,9,2024-06-11,Hard,38.0,0,25,0,Failed,1
22968,593,10,2024-06-14,Hard,16.1,0,6,0,Abandoned,1
22969,593,11,2024-05-11,Hard,60.3,1,5,1,Completed,1
22970,593,12,2024-06-14,Hard,107.2,1,15,1,Completed,1
22971,593,13,2024-06-15,Hard,8.2,0,2,1,Abandoned,1
22972,593,14,2024-06-19,Hard,26.0,1,3,0,Completed,1
22973,593,15,2024-05-19,Hard,23.0,0,0,1,Abandoned,1
22974,593,16,2024-06-24,Hard,39.8,1,3,1,Completed,1
22975,593,17,2024-06-09,Hard,8.6,0,6,1,Failed,1
22976,593,18,2024-05-31,Hard,53.0,1,3,1,Completed,1
22977,593,18,2024-06-07,Hard,36.4,0,6,1,Abandoned,2
22978,593,19,2024-06-09,Hard,15.8,0,0,0,Abandoned,1
22979,593,20,2024-05-05,Hard,23.4,1,0,1,Completed,1
22980,593,21,2024-05-24,Hard,15.2,0,2,1,Failed,1
22981,593,22,2024-06-21,Hard,19.1,1,1,0,Completed,1
22982,593,23,2024-05-17,Hard,18.7,1,0,1,Completed,1
22983,593,24,2024-05-02,Hard,35.7,1,0,1,Completed,1
22984,593,25,2024-06-28,Hard,11.9,0,0,1,Failed,1
22985,593,26,2024-06-05,Hard,19.4,1,0,1,Completed,1
22986,593,27,2024-06-06,Hard,15.7,1,1,1,Completed,1
22987,593,28,2024-06-04,Hard,33.6,1,1,1,Completed,1
22988,593,28,2024-04-30,Hard,33.1,1,15,0,Completed,2
22989,593,29,2024-04-29,Hard,26.7,1,8,0,Completed,1
22990,593,30,2024-06-23,Hard,18.8,1,0,0,Completed,1
22991,593,31,2024-06-29,Hard,14.0,1,0,0,Completed,1
22992,593,32,2024-05-02,Hard,20.4,1,0,1,Completed,1
22993,593,33,2024-05-07,Hard,11.4,1,0,0,Completed,1
22994,593,34,2024-06-08,Hard,17.1,1,5,1,Completed,1
22995,593,35,2024-05-17,Hard,11.5,1,2,0,Completed,1
22996,594,1,2024-04-22,Hard,29.0,1,0,0,Completed,1
22997,594,2,2024-05-03,Hard,27.7,0,1,0,Abandoned,1
22998,594,3,2024-06-19,Hard,51.8,1,2,0,Completed,1
22999,594,4,2024-04-20,Hard,62.3,1,10,0,Completed,1
23000,594,4,2024-05-05,Hard,24.7,0,2,0,Failed,2
23001,594,5,2024-06-28,Hard,31.9,0,6,0,Failed,1
23002,594,6,2024-03-14,Hard,31.9,1,0,0,Completed,1
23003,594,7,2024-03-21,Hard,57.1,1,1,0,Completed,1
23004,594,8,2024-05-03,Hard,69.8,1,14,0,Completed,1
23005,594,9,2024-06-25,Hard,58.3,1,0,0,Completed,1
23006,594,9,2024-06-18,Hard,93.9,1,0,0,Completed,2
23007,594,10,2024-04-22,Hard,30.0,0,1,1,Failed,1
23008,594,11,2024-04-24,Hard,48.9,1,5,0,Completed,1
23009,594,12,2024-05-06,Hard,50.1,0,2,0,Abandoned,1
23010,594,12,2024-03-31,Hard,105.7,1,16,0,Completed,2
23011,594,13,2024-03-24,Hard,21.7,0,5,0,Failed,1
23012,594,14,2024-04-12,Hard,31.3,1,3,0,Completed,1
23013,594,15,2024-03-06,Hard,17.5,0,1,0,Failed,1
23014,594,16,2024-06-29,Hard,18.9,0,0,0,Abandoned,1
23015,594,17,2024-06-04,Hard,50.4,1,1,0,Completed,1
23016,594,18,2024-06-17,Hard,51.2,1,2,1,Completed,1
23017,594,19,2024-05-21,Hard,16.7,1,1,0,Completed,1
23018,594,20,2024-03-24,Hard,22.9,1,2,1,Completed,1
23019,594,21,2024-05-30,Hard,20.8,1,1,0,Completed,1
23020,594,22,2024-04-04,Hard,15.0,1,0,1,Completed,1
23021,594,23,2024-03-21,Hard,18.6,1,4,0,Completed,1
23022,594,24,2024-04-05,Hard,31.2,1,5,0,Completed,1
23023,594,25,2024-03-15,Hard,9.6,0,0,1,Failed,1
23024,594,26,2024-05-14,Hard,20.5,1,2,0,Completed,1
23025,594,27,2024-03-31,Hard,10.4,0,7,0,Failed,1
23026,594,28,2024-03-21,Hard,20.9,0,2,0,Failed,1
23027,594,29,2024-06-11,Hard,29.5,1,0,1,Completed,1
23028,594,30,2024-03-27,Hard,12.0,0,2,0,Failed,1
23029,594,31,2024-05-19,Hard,12.3,1,0,0,Completed,1
23030,594,32,2024-05-09,Hard,9.3,0,3,0,Abandoned,1
23031,594,33,2024-05-02,Hard,10.3,1,0,0,Completed,1
23032,594,34,2024-06-26,Hard,19.8,1,2,0,Completed,1
23033,594,35,2024-06-25,Hard,12.0,1,8,0,Completed,1
23034,595,1,2024-05-17,Easy,15.2,1,0,0,Completed,1
23035,595,2,2024-06-07,Easy,39.3,1,0,1,Completed,1
23036,595,3,2024-05-18,Easy,27.9,1,0,1,Completed,1
23037,595,4,2024-06-10,Easy,37.1,1,0,1,Completed,1
23038,595,5,2024-06-19,Easy,34.8,1,1,1,Completed,1
23039,595,6,2024-05-31,Easy,26.8,1,1,1,Completed,1
23040,595,7,2024-06-26,Easy,34.5,1,1,0,Completed,1
23041,595,8,2024-06-12,Easy,53.6,1,2,0,Completed,1
23042,595,8,2024-05-21,Easy,45.7,1,1,0,Completed,2
23043,595,9,2024-06-28,Easy,45.0,1,0,0,Completed,1
23044,595,9,2024-06-03,Easy,47.3,1,2,1,Completed,2
23045,595,9,2024-05-30,Easy,40.0,1,4,0,Completed,3
23046,595,10,2024-06-30,Easy,19.4,0,2,0,Abandoned,1
23047,595,11,2024-06-20,Easy,25.7,1,0,1,Completed,1
23048,595,12,2024-06-09,Easy,45.1,0,2,0,Failed,1
23049,595,13,2024-05-22,Easy,15.0,1,1,1,Completed,1
23050,595,14,2024-05-29,Easy,15.2,1,0,1,Completed,1
23051,595,15,2024-05-11,Easy,15.0,1,0,1,Completed,1
23052,595,16,2024-05-24,Easy,17.1,1,0,1,Completed,1
23053,595,17,2024-06-10,Easy,23.7,1,1,0,Completed,1
23054,595,18,2024-06-10,Easy,20.0,1,0,0,Completed,1
23055,595,18,2024-05-15,Easy,32.7,1,0,1,Completed,2
23056,595,19,2024-06-02,Easy,12.5,1,0,0,Completed,1
23057,595,20,2024-06-29,Easy,13.9,1,0,0,Completed,1
23058,595,21,2024-05-15,Easy,16.9,1,4,1,Completed,1
23059,595,22,2024-06-12,Easy,11.9,1,0,1,Completed,1
23060,595,23,2024-06-03,Easy,9.4,1,0,1,Completed,1
23061,595,24,2024-05-31,Easy,12.7,1,0,1,Completed,1
23062,595,25,2024-06-09,Easy,14.9,1,0,1,Completed,1
23063,595,26,2024-05-30,Easy,13.7,1,0,1,Completed,1
23064,595,27,2024-06-04,Easy,14.8,1,2,0,Completed,1
23065,595,28,2024-06-08,Easy,16.3,1,0,0,Completed,1
23066,595,28,2024-05-15,Easy,19.4,1,3,1,Completed,2
23067,595,29,2024-06-30,Easy,22.9,1,0,1,Completed,1
23068,595,30,2024-05-16,Easy,18.1,1,0,1,Completed,1
23069,595,31,2024-06-22,Easy,7.2,1,0,0,Completed,1
23070,595,32,2024-06-04,Easy,9.1,1,0,1,Completed,1
23071,595,33,2024-06-17,Easy,6.2,1,0,1,Completed,1
23072,595,34,2024-05-21,Easy,11.2,1,0,0,Completed,1
23073,595,35,2024-06-01,Easy,10.3,1,0,1,Completed,1
23074,596,1,2024-02-09,Normal,29.9,1,0,0,Completed,1
23075,596,2,2023-11-25,Normal,46.9,1,0,0,Completed,1
23076,596,3,2023-11-29,Normal,47.4,1,0,0,Completed,1
23077,596,4,2024-01-17,Normal,44.0,0,0,0,Failed,1
23078,596,4,2024-04-11,Normal,40.1,1,3,0,Completed,2
23079,596,5,2023-11-25,Normal,58.3,1,1,0,Completed,1
23080,596,5,2024-05-19,Normal,44.3,1,0,0,Completed,2
23081,596,6,2024-05-17,Normal,29.2,1,0,0,Completed,1
23082,596,7,2023-12-26,Normal,42.9,1,0,0,Completed,1
23083,596,8,2024-03-28,Normal,63.6,1,26,0,Completed,1
23084,596,9,2024-06-22,Normal,14.9,0,5,1,Failed,1
23085,596,9,2024-02-07,Normal,60.3,1,21,0,Completed,2
23086,596,9,2024-03-12,Normal,66.1,1,5,1,Completed,3
23087,596,10,2024-02-02,Normal,39.9,1,5,0,Completed,1
23088,596,10,2024-04-09,Normal,58.3,1,0,0,Completed,2
23089,596,11,2024-04-04,Normal,24.6,0,2,0,Failed,1
23090,596,11,2024-03-17,Normal,40.6,1,4,0,Completed,2
23091,596,12,2024-05-23,Normal,59.5,1,0,0,Completed,1
23092,596,12,2024-02-01,Normal,83.0,1,14,0,Completed,2
23093,596,12,2023-12-13,Normal,81.9,1,0,0,Completed,3
23094,596,13,2024-03-05,Normal,26.1,1,0,0,Completed,1
23095,596,14,2024-01-07,Normal,26.6,1,3,0,Completed,1
23096,596,15,2024-04-07,Normal,15.2,1,0,0,Completed,1
23097,596,16,2023-12-09,Normal,22.3,1,3,0,Completed,1
23098,596,17,2023-12-17,Normal,40.0,1,1,0,Completed,1
23099,596,17,2023-10-24,Normal,34.2,1,0,0,Completed,2
23100,596,18,2023-12-19,Normal,41.6,1,2,0,Completed,1
23101,596,19,2024-05-23,Normal,11.6,0,0,0,Abandoned,1
23102,596,20,2023-11-19,Normal,20.5,1,0,0,Completed,1
23103,596,21,2024-06-24,Normal,23.1,1,0,0,Completed,1
23104,596,22,2024-02-28,Normal,20.1,1,2,0,Completed,1
23105,596,23,2024-03-26,Normal,15.3,1,3,0,Completed,1
23106,596,24,2024-01-12,Normal,23.9,1,1,0,Completed,1
23107,596,24,2024-01-05,Normal,29.6,1,0,0,Completed,2
23108,596,25,2024-02-15,Normal,5.9,0,1,0,Abandoned,1
23109,596,26,2023-12-17,Normal,11.6,1,0,0,Completed,1
23110,596,27,2024-05-15,Normal,15.5,1,3,0,Completed,1
23111,596,28,2023-12-14,Normal,14.9,0,8,0,Abandoned,1
23112,596,29,2023-10-31,Normal,21.6,1,10,1,Completed,1
23113,596,30,2024-06-30,Normal,22.6,1,3,0,Completed,1
23114,596,31,2023-10-22,Normal,13.7,1,0,0,Completed,1
23115,596,32,2024-03-25,Normal,12.9,1,1,0,Completed,1
23116,596,33,2024-01-03,Normal,10.1,1,1,0,Completed,1
23117,596,34,2023-11-20,Normal,10.5,1,0,0,Completed,1
23118,596,35,2024-04-04,Normal,13.7,1,4,0,Completed,1
23119,597,1,2024-05-07,Easy,22.1,1,0,0,Completed,1
23120,597,2,2024-05-24,Easy,29.1,1,0,0,Completed,1
23121,597,3,2024-05-13,Easy,35.3,1,3,0,Completed,1
23122,597,4,2024-06-25,Easy,47.7,1,0,0,Completed,1
23123,597,5,2024-05-06,Easy,28.6,1,2,1,Completed,1
23124,597,5,2024-05-13,Easy,37.7,1,0,1,Completed,2
23125,597,6,2024-06-30,Easy,28.9,1,3,0,Completed,1
23126,597,7,2024-06-03,Easy,23.5,1,1,0,Completed,1
23127,597,8,2024-06-07,Easy,58.0,1,0,1,Completed,1
23128,597,9,2024-06-10,Easy,33.5,0,0,0,Failed,1
23129,597,9,2024-05-15,Easy,49.7,1,0,0,Completed,2
23130,597,10,2024-05-19,Easy,28.6,1,0,0,Completed,1
23131,597,11,2024-06-19,Easy,25.6,1,1,0,Completed,1
23132,597,12,2024-06-07,Easy,39.5,1,2,0,Completed,1
23133,597,12,2024-05-25,Easy,54.7,1,0,0,Completed,2
23134,597,12,2024-05-26,Easy,65.0,1,3,0,Completed,3
23135,597,13,2024-05-22,Easy,16.9,1,1,0,Completed,1
23136,597,14,2024-06-22,Easy,22.0,1,0,1,Completed,1
23137,597,15,2024-06-09,Easy,14.5,1,0,0,Completed,1
23138,597,16,2024-06-18,Easy,20.1,1,0,0,Completed,1
23139,597,17,2024-05-11,Easy,17.5,1,0,0,Completed,1
23140,597,18,2024-05-08,Easy,25.1,1,1,1,Completed,1
23141,597,19,2024-05-18,Easy,10.7,1,0,0,Completed,1
23142,597,20,2024-06-03,Easy,18.5,1,0,0,Completed,1
23143,597,21,2024-05-30,Easy,13.1,1,0,0,Completed,1
23144,597,22,2024-06-02,Easy,11.0,1,0,1,Completed,1
23145,597,23,2024-06-21,Easy,2.1,0,0,0,Abandoned,1
23146,597,24,2024-05-21,Easy,22.0,1,1,1,Completed,1
23147,597,24,2024-06-28,Easy,17.3,1,0,0,Completed,2
23148,597,25,2024-06-17,Easy,14.8,1,2,0,Completed,1
23149,597,26,2024-05-08,Easy,13.1,1,1,0,Completed,1
23150,597,27,2024-05-24,Easy,9.9,1,0,0,Completed,1
23151,597,28,2024-05-28,Easy,11.9,1,2,0,Completed,1
23152,597,29,2024-06-18,Easy,21.3,1,0,0,Completed,1
23153,597,30,2024-05-17,Easy,13.6,1,2,0,Completed,1
23154,597,31,2024-06-17,Easy,8.4,1,0,1,Completed,1
23155,597,32,2024-06-18,Easy,9.2,1,0,0,Completed,1
23156,597,33,2024-05-13,Easy,8.4,1,2,0,Completed,1
23157,597,34,2024-05-05,Easy,8.7,1,0,0,Completed,1
23158,597,35,2024-05-31,Easy,6.3,1,1,1,Completed,1
23159,598,1,2024-06-09,Hard,40.1,1,0,0,Completed,1
23160,598,2,2024-04-25,Hard,48.2,1,0,1,Completed,1
23161,598,3,2024-06-09,Hard,48.0,1,4,1,Completed,1
23162,598,4,2024-05-28,Hard,55.9,1,4,1,Completed,1
23163,598,5,2024-05-13,Hard,40.9,0,0,1,Abandoned,1
23164,598,6,2024-05-24,Hard,39.4,1,3,0,Completed,1
23165,598,7,2024-05-27,Hard,58.3,1,0,1,Completed,1
23166,598,8,2024-05-15,Hard,55.0,0,6,1,Failed,1
23167,598,9,2024-05-01,Hard,52.4,1,1,0,Completed,1
23168,598,10,2024-05-10,Hard,39.4,0,4,0,Failed,1
23169,598,11,2024-05-08,Hard,48.4,1,3,1,Completed,1
23170,598,12,2024-06-02,Hard,57.2,0,12,0,Abandoned,1
23171,598,12,2024-05-18,Hard,52.2,0,0,1,Failed,2
23172,598,13,2024-05-14,Hard,4.7,0,3,1,Failed,1
23173,598,14,2024-06-02,Hard,27.7,1,1,1,Completed,1
23174,598,15,2024-05-26,Hard,27.3,1,0,1,Completed,1
23175,598,16,2024-04-30,Hard,43.4,1,3,1,Completed,1
23176,598,17,2024-05-28,Hard,14.9,0,7,1,Abandoned,1
23177,598,18,2024-05-05,Hard,33.8,1,1,1,Completed,1
23178,598,19,2024-05-29,Hard,19.6,1,0,1,Completed,1
23179,598,20,2024-06-23,Hard,21.0,1,3,0,Completed,1
23180,598,21,2024-05-24,Hard,26.9,1,1,1,Completed,1
23181,598,22,2024-04-19,Hard,12.0,0,1,1,Abandoned,1
23182,598,23,2024-06-30,Hard,16.1,1,1,0,Completed,1
23183,598,24,2024-06-25,Hard,22.3,0,4,0,Abandoned,1
23184,598,25,2024-04-20,Hard,26.9,1,2,1,Completed,1
23185,598,26,2024-05-01,Hard,18.3,1,2,1,Completed,1
23186,598,27,2024-04-30,Hard,19.1,1,0,1,Completed,1
23187,598,28,2024-05-01,Hard,15.9,0,1,1,Failed,1
23188,598,29,2024-06-17,Hard,37.3,1,7,0,Completed,1
23189,598,30,2024-05-30,Hard,14.7,0,3,1,Failed,1
23190,598,31,2024-05-23,Hard,12.7,1,0,0,Completed,1
23191,598,32,2024-04-26,Hard,23.2,1,3,1,Completed,1
23192,598,32,2024-05-12,Hard,18.8,1,0,1,Completed,2
23193,598,33,2024-06-06,Hard,8.0,1,1,1,Completed,1
23194,598,34,2024-05-05,Hard,13.4,1,0,1,Completed,1
23195,598,35,2024-05-12,Hard,14.4,1,5,1,Completed,1
23196,599,1,2024-06-26,Hard,41.9,1,1,1,Completed,1
23197,599,2,2024-06-25,Hard,51.9,1,2,1,Completed,1
23198,599,3,2024-05-13,Hard,21.4,0,3,1,Abandoned,1
23199,599,4,2024-06-08,Hard,45.0,0,6,1,Failed,1
23200,599,4,2024-06-12,Hard,52.5,1,4,0,Completed,2
23201,599,5,2024-06-30,Hard,69.3,1,5,0,Completed,1
23202,599,6,2024-05-15,Hard,21.3,0,5,1,Abandoned,1
23203,599,7,2024-05-13,Hard,47.1,1,5,1,Completed,1
23204,599,8,2024-06-30,Hard,23.0,0,2,1,Failed,1
23205,599,8,2024-06-27,Hard,17.2,0,4,1,Failed,2
23206,599,8,2024-05-26,Hard,67.3,1,4,0,Completed,3
23207,599,9,2024-05-13,Hard,74.9,1,20,1,Completed,1
23208,599,9,2024-06-05,Hard,30.2,0,10,1,Abandoned,2
23209,599,9,2024-06-07,Hard,80.3,1,16,0,Completed,3
23210,599,10,2024-05-21,Hard,72.9,1,6,1,Completed,1
